ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
5932,B,Ship,-1.0,5,-0.3048780487804878,2.0,low,M,-0.6666666666666666,0.35601931163370193,0
5933,C,Ship,-0.5,2,-0.5365853658536586,0.0,low,M,0.3333333333333333,-0.02491823703472979,0
5934,F,Ship,-0.5,1,-0.3780487804878049,-1.0,medium,F,0.5,0.13985360535742097,0
5935,D,Ship,-0.5,4,0.5975609756097561,2.5,high,M,-0.6666666666666666,0.08721382962155427,0
5936,F,Ship,0.0,1,0.6951219512195121,1.0,low,M,0.3333333333333333,0.5307584488397445,1
5937,A,Ship,1.0,3,-0.14634146341463414,1.0,medium,F,-0.6666666666666666,0.10808285313814048,1
5938,B,Ship,-0.5,3,0.6219512195121951,0.0,medium,F,0.16666666666666666,0.28687120386232673,0
5939,C,Ship,0.0,1,0.07317073170731707,0.0,medium,F,-0.16666666666666666,0.10060738202772154,0
5940,F,Ship,0.0,4,0.7317073170731707,-1.0,low,F,0.0,0.22551004516430462,1
5941,D,Ship,0.0,5,-0.024390243902439025,-1.0,medium,M,0.5,0.12552561906245133,0
5942,F,Ship,0.0,2,0.36585365853658536,0.0,high,M,-1.0,0.4391839277371126,1
5943,A,Ship,0.0,5,0.4634146341463415,0.0,medium,F,-0.5,0.27036287182681823,0
5944,B,Ship,0.5,5,-0.6829268292682927,-1.0,low,M,0.16666666666666666,0.1850179099828687,0
5945,C,Ship,-1.0,5,0.8780487804878049,2.5,medium,F,-0.3333333333333333,0.41769194829465817,0
5946,F,Ship,-0.5,5,-0.6097560975609756,0.0,high,M,0.5,0.15262420183772,1
5947,D,Ship,0.0,3,-0.5365853658536586,2.5,medium,M,-0.16666666666666666,0.26444479053106995,0
5948,F,Ship,0.0,1,0.6707317073170732,-1.0,medium,F,0.16666666666666666,0.2432642890515496,0
5949,A,Ship,0.0,2,0.2926829268292683,-1.0,low,F,-0.8333333333333334,-0.045787260551315996,0
5950,B,Ship,0.0,3,-0.1951219512195122,2.5,medium,F,-1.0,0.3631833047811867,0
5951,C,Ship,0.0,4,-0.36585365853658536,2.5,low,M,0.0,0.3382650677464569,1
5952,F,Ship,0.5,2,0.6219512195121951,0.0,low,M,0.5,0.06167263666095624,1
5953,D,Ship,-0.5,2,-0.12195121951219512,2.5,medium,F,0.5,0.11991901572963713,0
5954,F,Ship,0.5,1,0.23170731707317074,2.5,medium,F,-0.3333333333333333,0.5014795203239371,1
5955,A,Ship,0.0,5,-0.975609756097561,0.0,low,F,0.16666666666666666,0.4812334527332191,0
5956,B,Ship,-0.5,4,-0.7439024390243902,0.0,medium,F,0.3333333333333333,0.4127083008877122,0
5957,C,Ship,-1.0,5,0.32926829268292684,0.0,medium,F,-0.6666666666666666,0.032393708145148734,1
5958,F,Ship,0.0,5,-0.32926829268292684,0.0,low,M,0.0,0.27192026164148886,1
5959,D,Ship,-0.5,3,-0.8048780487804879,0.0,low,F,0.16666666666666666,0.4588070394019623,0
5960,F,Ship,-0.5,4,-0.9878048780487805,2.5,medium,F,0.5,0.4018065721850179,1
5961,A,Ship,1.0,1,0.43902439024390244,1.0,low,M,0.5,-0.7867933343715932,1
5962,B,Ship,1.0,1,0.4268292682926829,1.0,medium,M,-0.8333333333333334,-0.8793022893630276,1
5963,C,Ship,0.5,2,0.5487804878048781,2.0,low,M,0.16666666666666666,-0.7696620464102165,0
5964,F,Ship,1.0,4,0.6341463414634146,1.0,low,M,-0.3333333333333333,-0.7818096869646473,1
5965,D,Ship,1.0,5,0.36585365853658536,1.0,medium,F,-0.16666666666666666,-0.9232206821367388,0
5966,F,Ship,0.0,5,0.3048780487804878,2.5,low,M,-0.8333333333333334,-0.7070549758604578,0
5967,A,Ship,0.0,5,0.6829268292682927,2.0,low,F,-1.0,-0.9225977262108706,1
5968,B,Ship,1.0,3,0.6829268292682927,1.0,low,F,0.0,-0.9562373462077558,0
5969,C,Ship,1.0,2,0.524390243902439,1.0,medium,M,-1.0,-0.8210559102943467,0
5970,F,Ship,0.0,3,0.35365853658536583,2.0,medium,F,-0.6666666666666666,-0.7833670767793178,1
5971,D,Ship,0.0,5,0.6951219512195121,1.0,low,M,-0.16666666666666666,0.28936302756579974,0
5972,F,Ship,1.0,3,-0.14634146341463414,1.0,medium,F,-0.16666666666666666,0.03114779629341224,0
5973,A,Ship,-0.5,3,0.6219512195121951,0.0,medium,F,-0.6666666666666666,0.5721850179099829,1
5974,B,Ship,0.0,1,0.07317073170731707,0.0,medium,M,-1.0,0.31459274256346365,1
5975,C,Ship,0.0,3,0.7317073170731707,-1.0,low,M,-1.0,0.19093599127861705,0
5976,F,Ship,0.0,1,-0.024390243902439025,-1.0,medium,M,-0.5,0.25541192960598036,0
5977,D,Ship,0.0,2,0.36585365853658536,0.0,high,F,-0.6666666666666666,-0.014327986294969631,0
5978,F,Ship,0.0,2,0.4634146341463415,0.0,medium,F,-0.5,0.5086435134714219,0
5979,A,Ship,0.5,1,-0.6829268292682927,-1.0,low,M,-0.5,0.4943155271764523,1
5980,B,Ship,-1.0,5,0.8780487804878049,2.5,medium,F,-0.6666666666666666,0.1083943311010746,1
5981,C,Ship,-0.5,3,-0.6097560975609756,0.0,high,M,0.16666666666666666,0.318019000155739,0
5982,F,Ship,0.0,2,-0.5365853658536586,2.5,medium,M,0.5,0.23111664849711883,0
5983,D,Ship,0.0,3,0.6707317073170732,-1.0,medium,M,-0.8333333333333334,0.0028033016664071016,0
5984,F,Ship,0.0,3,0.2926829268292683,-1.0,low,M,0.0,0.516741940507709,1
5985,A,Ship,0.0,5,-0.1951219512195122,2.5,medium,M,0.3333333333333333,0.03114779629341224,1
5986,B,Ship,0.0,3,-0.36585365853658536,2.5,low,M,-0.5,0.16726366609562374,0
5987,C,Ship,0.5,2,0.6219512195121951,0.0,low,M,0.16666666666666666,0.40429839588849087,1
5988,F,Ship,-0.5,1,-0.12195121951219512,2.5,medium,M,-0.3333333333333333,0.3818719825572341,0
5989,D,Ship,0.5,2,0.23170731707317074,2.5,medium,F,0.16666666666666666,0.4267248092197477,1
5990,F,Ship,0.0,2,-0.975609756097561,0.0,low,F,0.3333333333333333,0.020246067590717957,1
5991,A,Ship,-0.5,2,-0.7439024390243902,0.0,medium,M,-0.16666666666666666,-0.028967450552873385,0
5992,B,Ship,-1.0,1,0.32926829268292684,0.0,medium,F,-0.3333333333333333,0.4821678866220215,1
5993,C,Ship,0.0,4,-0.32926829268292684,0.0,low,F,0.16666666666666666,0.23173960442298708,0
5994,F,Ship,-0.5,4,-0.8048780487804879,0.0,low,F,0.16666666666666666,0.34823236256034884,1
5995,D,Ship,-0.5,5,-0.9878048780487805,2.5,medium,F,0.16666666666666666,0.2656907023828064,1
5996,F,Ship,1.0,1,0.43902439024390244,1.0,low,M,-0.5,-0.9752375019467373,0
5997,A,Ship,1.0,5,0.4268292682926829,1.0,medium,M,-0.6666666666666666,-0.7596947515963246,1
5998,B,Ship,0.5,3,0.5487804878048781,2.0,low,M,-0.8333333333333334,-0.7534651923376421,0
5999,C,Ship,1.0,2,0.6341463414634146,1.0,low,F,0.3333333333333333,-0.9123189534340446,0
6000,F,Ship,1.0,3,0.36585365853658536,1.0,medium,M,-0.3333333333333333,-0.9472044852826662,1
6001,D,Ship,0.0,5,0.3048780487804878,2.5,low,M,-0.5,-0.8403675439962622,0
6002,F,Road,0.0,3,0.6829268292682927,2.0,low,F,-0.6666666666666666,-0.7360224264133313,1
6003,A,Road,1.0,4,0.8292682926829268,1.0,low,M,-0.16666666666666666,-0.8001868867777605,0
6004,B,Road,1.0,5,0.9878048780487805,1.0,medium,M,-0.8333333333333334,-0.6752842236411774,0
6005,C,Road,1.0,1,0.5,1.0,low,M,-0.3333333333333333,-0.9020401806572185,1
6006,F,Road,1.0,4,0.9512195121951219,1.0,low,M,-0.6666666666666666,-0.7235633078959663,1
6007,D,Road,1.0,3,0.36585365853658536,1.0,low,F,-1.0,-0.8821055910294346,1
6008,F,Road,1.0,1,1.1219512195121952,1.0,low,M,-1.0,-0.9154337330633857,0
6009,A,Road,1.0,1,0.5365853658536586,1.0,low,M,-0.6666666666666666,-0.8232362560348855,0
6010,B,Road,0.0,2,0.6219512195121951,2.5,low,M,0.16666666666666666,-0.8590562217723096,1
6011,C,Road,0.5,1,0.15853658536585366,2.0,low,M,0.0,-0.7877277682603956,1
6012,F,Road,1.5,1,0.7560975609756098,1.0,low,F,0.16666666666666666,-0.8064164460364429,1
6013,D,Road,1.0,4,0.36585365853658536,1.0,medium,M,0.0,-0.7332191247469242,0
6014,F,Road,0.0,3,0.036585365853658534,2.5,medium,F,-0.16666666666666666,-0.8089082697399159,0
6015,A,Road,-1.0,3,-0.036585365853658534,0.0,low,F,0.16666666666666666,-0.9272698956548824,0
6016,B,Road,0.0,2,0.15853658536585366,2.0,low,M,0.0,-0.8705809064008722,1
6017,C,Road,0.5,3,0.4268292682926829,1.0,medium,M,-1.0,-0.9764834137984738,1
6018,F,Road,1.0,3,0.6707317073170732,1.0,low,M,-0.6666666666666666,-0.9789752375019467,0
6019,D,Road,1.0,5,0.7804878048780488,1.0,medium,F,-0.16666666666666666,-0.9372371904687743,0
6020,F,Road,1.0,5,0.8292682926829268,1.0,medium,M,-0.6666666666666666,-0.8609250895499143,0
6021,A,Road,1.0,4,1.048780487804878,1.0,medium,F,0.0,-0.7917769817785392,0
6022,B,Road,0.5,5,0.5487804878048781,2.0,low,F,0.3333333333333333,-0.7864818564086591,0
6023,C,Road,1.0,1,0.9878048780487805,1.0,medium,F,-0.16666666666666666,-0.7905310699268027,0
6024,F,Flight,0.5,5,0.2926829268292683,2.0,low,M,-0.8333333333333334,-0.7762030836318331,0
6025,D,Flight,0.5,3,0.6829268292682927,2.0,medium,F,0.0,-0.8864662825105124,1
6026,F,Flight,0.5,3,0.6463414634146342,2.0,low,M,-0.16666666666666666,-0.9437782276903909,1
6027,A,Flight,0.0,1,0.6829268292682927,2.0,medium,M,0.3333333333333333,-0.8936302756579972,1
6028,B,Flight,0.0,1,0.3780487804878049,2.0,medium,F,0.16666666666666666,-0.6933499454913565,0
6029,C,Flight,1.0,4,0.5853658536585366,1.0,low,F,0.5,-0.9596636038000311,1
6030,F,Flight,0.0,2,0.3780487804878049,2.0,low,M,0.16666666666666666,-0.9428437938015886,1
6031,D,Flight,1.0,2,0.6585365853658537,1.0,low,M,0.0,-0.687120386232674,0
6032,F,Flight,0.5,1,0.5853658536585366,2.0,low,M,-1.0,-0.8288428593676997,1
6033,A,Flight,1.0,3,0.8414634146341463,2.0,medium,M,0.5,-0.8304002491823703,0
6034,B,Flight,0.5,3,0.5609756097560976,2.0,medium,M,0.16666666666666666,-0.9805326273166174,0
6035,C,Flight,1.5,5,0.5365853658536586,1.0,low,F,-0.5,-0.7699735243731506,1
6036,F,Flight,0.5,2,-1.024390243902439,1.0,medium,F,-1.0,-0.7076779317863261,0
6037,D,Flight,1.0,3,0.5853658536585366,2.0,low,M,0.3333333333333333,-0.964335773244043,0
6038,F,Flight,1.0,2,0.9634146341463414,1.0,low,F,-0.5,-0.7428749415978819,1
6039,A,Flight,1.5,1,0.5,2.0,medium,M,0.5,-0.9067123501012303,1
6040,B,Flight,1.0,1,0.34146341463414637,2.0,low,F,-0.3333333333333333,-0.8079738358511135,0
6041,C,Flight,1.0,3,0.6097560975609756,1.0,medium,F,-0.16666666666666666,-0.7871048123345273,1
6042,F,Flight,1.0,4,0.47560975609756095,1.0,low,F,0.0,-0.8297772932565021,0
6043,D,Flight,0.5,5,0.6951219512195121,2.0,low,F,-0.5,-0.7730883040024918,0
6044,F,Flight,1.0,2,0.43902439024390244,1.0,medium,F,-0.6666666666666666,-0.7388257280797383,1
6045,A,Flight,0.0,3,0.6341463414634146,2.0,high,F,-0.3333333333333333,-0.7970721071484193,0
6046,B,Ship,1.0,2,0.8780487804878049,1.0,low,F,-0.5,-0.7958261952966827,0
6047,C,Ship,0.5,2,0.7439024390243902,2.0,low,M,0.3333333333333333,-0.8646628251051238,0
6048,F,Ship,1.0,3,0.9878048780487805,2.0,low,M,-0.5,-0.8587447438093755,0
6049,D,Ship,0.5,1,0.6707317073170732,2.5,medium,F,0.16666666666666666,-0.8746301199190157,0
6050,F,Ship,0.0,1,0.3048780487804878,2.0,low,F,-1.0,-0.737891294190936,1
6051,A,Ship,1.0,4,0.6951219512195121,1.0,medium,M,0.16666666666666666,-0.7107927114156674,0
6052,B,Ship,1.0,5,-0.5975609756097561,2.5,low,F,-0.16666666666666666,-0.8160722628874008,1
6053,C,Ship,1.5,2,1.0731707317073171,2.0,medium,M,-0.3333333333333333,-0.7895966360380003,0
6054,F,Ship,1.0,2,0.9634146341463414,2.5,low,F,0.5,-0.6945958573430929,1
6055,D,Ship,0.0,4,-0.14634146341463414,0.0,low,F,-0.6666666666666666,0.42828219903441833,1
6056,F,Ship,-1.0,3,-0.35365853658536583,0.0,medium,F,0.0,0.030213362404609874,0
6057,A,Ship,0.0,4,-0.04878048780487805,-1.0,medium,M,0.16666666666666666,0.5584799875408815,0
6058,B,Ship,-0.5,5,-0.34146341463414637,-1.0,medium,M,0.16666666666666666,0.5528733842080673,0
6059,C,Ship,-0.5,4,-0.6219512195121951,0.0,low,M,0.0,0.549447126615792,0
6060,F,Ship,-0.5,4,-0.5609756097560976,0.0,low,M,-0.3333333333333333,0.5653325027254322,0
6061,D,Ship,0.0,3,-0.18292682926829268,0.0,low,M,0.16666666666666666,0.07537766703005762,1
6062,F,Ship,-0.5,5,0.6951219512195121,-1.0,medium,M,0.0,0.25198567201370503,0
6063,A,Ship,-0.5,4,-0.6097560975609756,0.0,low,F,-0.5,0.2015262420183772,0
6064,B,Ship,0.0,1,0.2073170731707317,-1.0,medium,M,-0.6666666666666666,0.17037844572496497,0
6065,C,Ship,-0.5,1,-0.21951219512195122,-1.0,low,M,0.5,-0.0024918237034729793,1
6066,F,Ship,0.0,2,0.04878048780487805,0.0,low,F,-0.8333333333333334,0.24918237034729793,0
6067,D,Ship,0.5,1,0.6463414634146342,1.0,low,M,-0.3333333333333333,0.09064008721382961,1
6068,F,Ship,0.0,4,-0.6219512195121951,0.0,low,F,-0.3333333333333333,0.09064008721382961,0
6069,A,Ship,0.0,1,0.12195121951219512,1.0,medium,F,-0.3333333333333333,0.22987073664538235,0
6070,B,Ship,-0.5,4,-0.7073170731707317,-1.0,medium,F,0.5,0.29839588849088927,1
6071,C,Ship,0.5,5,-0.47560975609756095,2.5,low,F,-0.8333333333333334,0.22862482479364585,1
6072,F,Ship,-0.5,4,0.524390243902439,2.0,medium,F,-0.3333333333333333,0.37875720292789283,0
6073,D,Ship,0.0,4,0.5487804878048781,0.0,low,M,-0.6666666666666666,0.11213206665628407,0
6074,F,Ship,-0.5,3,-1.2439024390243902,1.0,low,F,0.0,0.4880859679177698,1
6075,A,Ship,0.0,3,-0.8414634146341463,1.0,medium,M,-0.8333333333333334,0.49400404921351815,0
6076,B,Ship,-0.5,1,0.1951219512195122,0.0,medium,M,-0.6666666666666666,0.2516741940507709,0
6077,C,Ship,-0.5,4,-0.3170731707317073,1.0,low,F,-0.16666666666666666,0.2700513938638841,0
6078,F,Ship,-0.5,2,-1.0,1.0,medium,F,-0.6666666666666666,0.11306650054508643,0
6079,D,Ship,0.0,1,0.3048780487804878,1.0,high,M,-0.8333333333333334,0.4214296838498676,0
6080,F,Ship,-1.0,5,-0.573170731707317,0.0,medium,M,0.16666666666666666,0.14203395109795983,0
6081,A,Ship,-0.5,1,-0.9878048780487805,0.0,medium,M,0.0,-0.04516430462544775,1
6082,B,Ship,0.0,2,0.6829268292682927,-1.0,high,F,0.3333333333333333,0.289985983491668,1
6083,C,Ship,0.0,3,0.18292682926829268,-1.0,medium,M,0.0,0.3784457249649587,1
6084,F,Ship,0.5,1,0.573170731707317,1.0,high,F,-0.16666666666666666,0.21896900794268806,0
6085,D,Ship,-1.0,1,-0.2682926829268293,0.0,low,F,0.3333333333333333,0.1946737268338265,0
6086,F,Ship,0.0,5,0.036585365853658534,0.0,low,F,-0.16666666666666666,0.21772309609095156,1
6087,A,Ship,0.0,3,0.3902439024390244,-1.0,low,M,-0.16666666666666666,0.2364117738669989,0
6088,B,Ship,0.5,5,-0.07317073170731707,-1.0,medium,M,0.16666666666666666,0.36505217255879147,0
6089,C,Ship,0.5,1,-0.8048780487804879,0.0,low,F,-0.3333333333333333,0.5111353371748949,0
6090,F,Ship,0.0,1,-1.0,2.5,high,M,0.16666666666666666,0.23454290608939418,1
6091,D,Ship,0.0,2,0.4268292682926829,0.0,low,F,-0.16666666666666666,0.2809531225665784,1
6092,F,Ship,-0.5,3,0.13414634146341464,1.0,low,F,0.3333333333333333,0.41083943311010745,1
6093,A,Ship,0.5,1,0.7926829268292683,1.0,medium,F,-0.6666666666666666,0.14265690702382808,0
6094,B,Ship,0.0,2,-0.3780487804878049,-1.0,low,F,0.16666666666666666,0.2404609873851425,0
6095,C,Ship,0.0,4,0.012195121951219513,-1.0,high,F,-0.16666666666666666,0.3391995016352593,0
6096,F,Ship,1.0,4,-0.23170731707317074,2.0,high,F,0.5,0.023672325182993302,0
6097,D,Ship,0.0,2,-0.7073170731707317,-1.0,medium,M,-0.3333333333333333,0.09904999221305093,1
6098,F,Ship,-0.5,5,-0.6585365853658537,0.0,low,F,0.16666666666666666,-0.013393552406167264,0
6099,A,Ship,0.5,5,-0.7439024390243902,2.0,medium,M,0.5,0.3575767014483725,0
6100,B,Ship,-0.5,4,0.012195121951219513,0.0,high,F,-0.3333333333333333,0.16228001868867778,1
6101,C,Ship,0.0,3,-0.6219512195121951,0.0,low,F,0.0,0.12677153091418783,0
6102,F,Ship,0.0,2,-0.23170731707317074,0.0,medium,M,0.16666666666666666,0.3267403831178944,0
6103,D,Ship,0.0,3,-0.5365853658536586,-1.0,low,M,-0.6666666666666666,0.13642734776514562,1
6104,F,Ship,-0.5,3,-0.9878048780487805,0.0,low,M,-0.3333333333333333,0.5569225977262109,0
6105,A,Ship,0.5,2,-0.524390243902439,2.5,medium,F,-0.3333333333333333,0.5706276280953123,1
6106,B,Ship,-0.5,5,-0.34146341463414637,0.0,medium,M,0.0,0.19155894720448527,0
6107,C,Ship,0.0,2,0.3902439024390244,0.0,high,M,-0.3333333333333333,0.5640865908736957,0
6108,F,Ship,-0.5,3,-0.5365853658536586,0.0,low,F,0.0,0.39806883662980846,1
6109,D,Ship,-1.0,5,-0.3048780487804878,-1.0,low,M,0.3333333333333333,0.3413798473757982,0
6110,F,Ship,0.0,5,0.024390243902439025,-1.0,low,F,0.16666666666666666,0.5039713440274101,1
6111,A,Ship,0.0,2,0.6097560975609756,0.0,low,M,0.5,0.30774022737891293,1
6112,B,Ship,0.5,4,0.6585365853658537,0.0,low,F,-0.6666666666666666,0.36474069459585734,1
6113,C,Ship,0.0,1,0.13414634146341464,-1.0,medium,F,0.5,0.1333125681358044,1
6114,F,Ship,0.0,2,0.4634146341463415,-1.0,high,F,-0.5,0.3376421118205887,1
6115,D,Ship,-0.5,2,-0.12195121951219512,0.0,low,F,0.16666666666666666,0.1361158698022115,1
6116,F,Ship,0.5,1,-0.25609756097560976,-1.0,medium,F,-1.0,0.09375486684317084,0
6117,A,Ship,0.5,3,0.07317073170731707,0.0,low,F,0.3333333333333333,0.36598660644759384,0
6118,B,Ship,1.0,4,0.6951219512195121,0.0,low,F,0.0,0.3248715153402897,1
6119,C,Ship,-1.0,2,0.15853658536585366,1.0,medium,M,-0.16666666666666666,-0.014016508332035509,1
6120,F,Ship,0.0,1,-0.0975609756097561,2.0,medium,F,0.0,0.5581685095779474,1
6121,D,Ship,0.0,2,-0.8780487804878049,0.0,medium,F,-0.6666666666666666,0.1541815916523906,0
6122,F,Ship,0.5,5,0.2682926829268293,-1.0,medium,M,-0.8333333333333334,0.3304781186731039,0
6123,A,Ship,0.5,4,0.7439024390243902,-1.0,medium,M,0.5,0.38810154181591655,1
6124,B,Ship,-0.5,5,-0.8536585365853658,-1.0,medium,M,-0.8333333333333334,0.14950942220837876,1
6125,C,Ship,0.0,5,-0.24390243902439024,0.0,medium,M,-0.6666666666666666,0.3173960442298707,1
6126,F,Ship,-0.5,2,0.5609756097560976,0.0,low,M,0.3333333333333333,0.1376732596168821,1
6127,D,Ship,-0.5,4,0.3170731707317073,0.0,medium,M,0.16666666666666666,0.08129574832580595,0
6128,F,Ship,-0.5,2,-0.9512195121951219,0.0,high,F,-0.8333333333333334,0.49524996106525465,0
6129,A,Ship,-0.5,3,-1.0,-1.0,medium,M,-1.0,0.16757514405855786,0
6130,B,Ship,0.0,2,0.6341463414634146,0.0,medium,M,0.0,0.302756579971967,0
6131,C,Ship,0.0,1,0.5975609756097561,0.0,high,M,-0.3333333333333333,0.19716555053729948,0
6132,F,Ship,0.5,5,0.6829268292682927,0.0,low,F,0.3333333333333333,0.516430462544775,1
6133,D,Ship,-0.5,3,-0.07317073170731707,2.0,low,F,0.5,0.03395109795981934,0
6134,F,Ship,0.5,5,-0.0975609756097561,0.0,low,M,-1.0,0.42703628718268183,0
6135,A,Ship,-0.5,3,-0.6707317073170732,0.0,low,M,-0.6666666666666666,0.33670767793178635,1
6136,B,Ship,0.0,3,-0.6341463414634146,0.0,low,M,-0.5,0.549447126615792,1
6137,C,Ship,-0.5,2,-0.45121951219512196,-1.0,medium,M,-0.5,0.0834760940663448,0
6138,F,Ship,-0.5,3,-0.5609756097560976,1.0,low,F,-0.5,-0.01650833203550849,1
6139,D,Road,-0.5,1,0.6463414634146342,1.0,medium,F,-0.5,0.23828064164460364,1
6140,F,Road,0.0,5,0.0975609756097561,0.0,medium,F,0.0,0.5279551471733375,0
6141,A,Road,-0.5,2,0.24390243902439024,0.0,low,F,0.5,0.19685407257436535,0
6142,B,Road,-0.5,1,-0.9878048780487805,0.0,low,F,0.3333333333333333,0.4905777916212428,0
6143,C,Road,0.0,4,-0.08536585365853659,0.0,low,F,0.5,0.119607537766703,0
6144,F,Road,0.0,3,0.35365853658536583,1.0,low,F,0.3333333333333333,0.20619841146238904,0
6145,D,Road,0.5,5,-0.6463414634146342,0.0,low,F,-1.0,0.09998442610185329,1
6146,F,Road,-0.5,5,-0.25609756097560976,0.0,medium,F,-0.16666666666666666,0.35913409126304313,0
6147,A,Road,0.0,5,0.24390243902439024,1.0,medium,M,0.3333333333333333,0.5045942999532783,0
6148,B,Road,-1.0,1,-0.35365853658536583,2.5,medium,F,0.0,-0.0034262575922753466,1
6149,C,Road,0.0,5,0.34146341463414637,-1.0,medium,F,-0.3333333333333333,0.2046410216477184,0
6150,F,Road,0.0,5,0.4634146341463415,-1.0,high,F,-0.16666666666666666,-0.0006229559258682448,1
6151,D,Road,0.0,3,-0.4268292682926829,0.0,low,F,-0.6666666666666666,0.41924933810932874,1
6152,F,Road,0.0,3,-0.6829268292682927,0.0,high,F,-0.3333333333333333,0.45257748014327986,0
6153,A,Road,-0.5,1,0.14634146341463414,0.0,low,F,0.16666666666666666,-0.045787260551315996,0
6154,B,Road,0.5,4,0.6707317073170732,-1.0,medium,F,-0.8333333333333334,0.564709546799564,0
6155,C,Road,-0.5,5,-0.8048780487804879,0.0,low,F,0.0,0.478430151066812,0
6156,F,Road,0.0,5,-0.6707317073170732,-1.0,low,F,-0.6666666666666666,0.48434823236256036,0
6157,D,Road,-0.5,4,0.7195121951219512,1.0,medium,M,-0.5,0.3775112910761564,0
6158,F,Road,-0.5,4,0.23170731707317074,0.0,medium,M,-0.3333333333333333,0.36038000311477963,0
6159,A,Road,0.0,5,-0.3902439024390244,0.0,medium,F,-0.8333333333333334,0.10091885999065565,0
6160,B,Road,-0.5,4,-0.7439024390243902,-1.0,medium,M,-0.3333333333333333,-0.039246223329699424,1
6161,C,Flight,0.0,5,-0.04878048780487805,-1.0,medium,M,-0.3333333333333333,0.4778071951409438,0
6162,F,Flight,0.0,1,0.32926829268292684,0.0,medium,M,-0.16666666666666666,0.12739448684005605,0
6163,D,Flight,-0.5,2,0.07317073170731707,0.0,low,M,0.16666666666666666,0.2750350412708301,1
6164,F,Flight,0.5,4,-0.036585365853658534,0.0,medium,F,0.0,0.22021491979442454,0
6165,A,Flight,-0.5,5,-0.7682926829268293,0.0,low,F,-1.0,-0.019000155738981468,0
6166,B,Flight,0.5,5,0.6463414634146342,0.0,medium,M,0.3333333333333333,0.19498520479676063,1
6167,C,Flight,0.0,3,0.43902439024390244,-1.0,medium,M,-0.5,0.20526397757358666,1
6168,F,Flight,0.0,3,-0.4024390243902439,0.0,low,F,-0.3333333333333333,0.3890359757047189,1
6169,D,Flight,0.5,2,-0.2073170731707317,1.0,high,M,-0.5,0.05918081295748326,1
6170,F,Flight,-0.5,4,-0.5121951219512195,-1.0,medium,F,-0.3333333333333333,0.15511602554119297,0
6171,A,Flight,0.0,1,0.06097560975609756,0.0,low,M,-0.6666666666666666,0.3345273321912475,1
6172,B,Flight,0.5,5,-0.3048780487804878,0.0,low,M,0.0,0.48839744588070394,0
6173,C,Flight,0.5,1,0.13414634146341464,0.0,low,M,0.16666666666666666,0.12147640554430773,0
6174,F,Flight,0.5,3,0.6707317073170732,2.0,low,F,0.16666666666666666,0.5245288895810621,1
6175,D,Flight,0.5,4,-0.6951219512195121,0.0,medium,F,0.0,0.01557389814670612,1
6176,F,Flight,-0.5,5,-0.3048780487804878,0.0,low,M,-0.3333333333333333,0.39651144681513784,0
6177,A,Flight,-0.5,1,0.14634146341463414,-1.0,medium,F,-0.16666666666666666,0.24824793645849555,1
6178,B,Flight,-1.0,1,0.07317073170731707,-1.0,medium,F,-0.16666666666666666,0.07257436536365053,1
6179,C,Flight,1.0,3,0.7439024390243902,2.5,low,M,-0.5,0.22613300109017287,0
6180,F,Flight,-0.5,4,-0.524390243902439,0.0,medium,F,-0.3333333333333333,0.05014795203239371,1
6181,D,Flight,0.0,3,0.25609756097560976,0.0,low,F,-0.5,0.35508487774489955,1
6182,F,Flight,-0.5,4,-0.15853658536585366,0.0,high,M,0.0,0.22987073664538235,1
6183,A,Ship,0.5,5,0.6707317073170732,0.0,low,F,-0.3333333333333333,0.4746924155116026,1
6184,B,Ship,0.5,3,-0.3902439024390244,-1.0,low,M,-0.5,0.445413486995795,0
6185,C,Ship,0.5,5,0.6341463414634146,2.0,low,F,0.3333333333333333,0.10932876498987697,0
